RA,IAA,IEG,IPS,IDA,IPV,IAN,Atingiu PV,Ano,INDE_Calc,Delta_Acad_Engaj,Potencial_Virada,Risco_Psicosocial
RA-217,7.9,8.5,7.5,7.1,7.292,5.0,0.0,2022,6.6184,-1.4000000000000004,7.896,0
RA-218,6.3,7.3,7.5,4.0,6.125,5.0,0.0,2022,5.365,-3.3,6.7125,0
RA-219,8.8,6.9,7.5,3.5,6.375,2.5,0.0,2022,5.235,-3.4000000000000004,6.6375,0
RA-220,0.0,8.1,7.5,6.5,7.833,10.0,0.0,2022,6.2366,-1.5999999999999996,7.9665,0
RA-221,9.6,8.5,7.5,5.2,6.0,5.0,0.0,2022,6.15,-3.3,7.25,0
RA-222,7.1,4.6,7.5,6.2,4.917,5.0,0.0,2022,5.103400000000001,1.6000000000000005,4.7585,0
RA-223,0.0,4.6,7.5,3.1,5.583,10.0,0.0,2022,4.4066,-1.4999999999999996,5.0915,0
RA-224,9.6,4.3,7.5,2.6,4.875,10.0,0.0,2022,5.0649999999999995,-1.6999999999999997,4.5875,0
RA-225,8.3,5.3,7.5,5.0,5.708,5.0,0.0,2022,5.281600000000001,-0.2999999999999998,5.504,0
RA-226,7.5,6.1,7.5,6.8,6.208,5.0,0.0,2022,5.8216,0.7000000000000002,6.154,0
RA-227,9.2,6.4,7.5,3.3,5.833,10.0,0.0,2022,5.7766,-3.1000000000000005,6.1165,0
RA-228,7.5,6.7,7.5,4.8,6.417,5.0,0.0,2022,5.5834,-1.9000000000000004,6.5585,0
RA-229,10.0,9.4,7.5,6.9,8.5,10.0,1.0,2022,7.71,-2.5,8.95,0
RA-230,7.9,5.1,7.5,5.7,6.75,5.0,0.0,2022,5.550000000000001,0.6000000000000005,5.925,0
RA-231,8.8,7.4,7.5,3.8,5.333,5.0,0.0,2022,5.4366,-3.6000000000000005,6.3665,0
RA-232,0.0,4.9,7.5,0.0,4.542,10.0,0.0,2022,3.6384,-4.9,4.721,0
RA-233,7.9,7.4,7.5,3.8,5.5,5.0,0.0,2022,5.380000000000001,-3.6000000000000005,6.45,0
RA-234,10.0,7.6,5.6,4.3,5.583,10.0,0.0,2022,6.0565999999999995,-3.3,6.5915,0
RA-235,8.3,7.3,7.5,6.3,6.417,5.0,0.0,2022,6.0834,-1.0,6.858499999999999,0
RA-236,9.6,7.5,7.5,3.7,7.208,10.0,0.0,2022,6.3916,-3.8,7.354,0
RA-237,10.0,9.0,7.5,7.8,8.417,5.0,1.0,2022,7.2934,-1.2000000000000002,8.7085,0
RA-238,8.8,6.4,5.0,5.1,7.208,5.0,0.0,2022,5.621600000000001,-1.3000000000000007,6.804,0
RA-239,0.0,3.7,7.5,3.7,5.958,5.0,0.0,2022,3.9216000000000006,0.0,4.829000000000001,0
RA-240,7.1,8.1,5.0,4.7,7.042,10.0,0.0,2022,6.1784,-3.3999999999999995,7.571,0
RA-241,10.0,10.0,7.5,7.7,9.125,5.0,1.0,2022,7.615,-2.3,9.5625,0
RA-242,9.6,9.7,5.6,8.2,8.708,10.0,1.0,2022,7.8416,-1.5,9.204,0
RA-243,7.1,8.7,5.0,6.0,7.875,5.0,0.0,2022,6.2250000000000005,-2.6999999999999993,8.2875,0
RA-244,7.5,9.4,6.3,7.8,9.208,10.0,1.0,2022,7.6616,-1.6000000000000005,9.304,0
RA-245,10.0,9.9,7.5,8.4,9.25,5.0,1.0,2022,7.76,-1.5,9.575,0
RA-246,8.3,9.4,7.5,7.6,9.167,10.0,1.0,2022,7.813400000000001,-1.8000000000000007,9.2835,0
RA-247,8.3,8.2,7.5,5.8,7.875,10.0,0.0,2022,6.955,-2.3999999999999995,8.0375,0
RA-248,9.2,7.6,7.5,5.2,7.292,10.0,0.0,2022,6.688400000000001,-2.3999999999999995,7.446,0
RA-249,6.7,7.4,5.0,2.9,4.292,5.0,0.0,2022,4.5884,-4.5,5.846,0
RA-250,8.3,8.6,7.5,6.6,7.625,10.0,0.0,2022,7.1450000000000005,-2.0,8.1125,0
RA-251,10.0,8.1,5.6,6.3,6.625,5.0,0.0,2022,6.265,-1.7999999999999998,7.3625,0
RA-252,9.2,2.8,7.5,0.9,3.875,5.0,0.0,2022,3.685,-1.9,3.3375,0
RA-253,9.2,3.6,5.0,1.8,3.75,5.0,0.0,2022,3.75,-1.8,3.675,0
RA-254,10.0,7.4,5.6,5.3,6.917,5.0,0.0,2022,5.9834,-2.1000000000000005,7.1585,0
RA-255,7.5,3.8,5.0,1.3,5.542,5.0,0.0,2022,3.8784,-2.5,4.670999999999999,0
RA-256,8.8,8.5,5.0,5.2,6.708,10.0,0.0,2022,6.461600000000001,-3.3,7.604,0
RA-257,0.0,6.4,5.6,3.6,6.708,5.0,0.0,2022,4.4016,-2.8000000000000003,6.554,0
RA-258,10.0,7.3,5.6,4.8,6.125,10.0,0.0,2022,6.205,-2.5,6.7125,0
RA-259,8.8,2.9,7.5,0.9,4.625,2.5,0.0,2022,3.5650000000000004,-2.0,3.7625,0
RA-260,10.0,8.2,7.5,5.0,6.458,10.0,0.0,2022,6.6815999999999995,-3.1999999999999993,7.329,0
RA-261,8.8,7.2,5.6,5.8,7.042,5.0,0.0,2022,5.9484,-1.4000000000000004,7.121,0
RA-262,0.0,5.8,5.6,3.4,5.625,5.0,0.0,2022,4.025,-2.4,5.7125,0
RA-263,5.8,5.6,7.5,3.7,4.417,5.0,0.0,2022,4.5734,-1.8999999999999995,5.0085,0
RA-264,10.0,9.2,5.6,5.8,6.625,5.0,0.0,2022,6.385,-3.3999999999999995,7.9125,0
RA-265,8.3,7.7,7.5,6.9,7.917,10.0,0.0,2022,7.0834,-0.7999999999999998,7.8085,0
RA-266,7.5,5.8,5.6,6.0,6.583,2.5,0.0,2022,5.236600000000001,0.20000000000000018,6.1915,0
RA-267,10.0,7.4,5.0,3.3,6.292,5.0,0.0,2022,5.3984000000000005,-4.1000000000000005,6.846,0
RA-268,9.2,6.7,6.3,5.7,7.208,5.0,0.0,2022,5.9716000000000005,-1.0,6.954000000000001,0
RA-269,9.2,8.6,6.3,8.9,7.25,10.0,0.0,2022,7.5,0.3000000000000007,7.925,0
RA-270,8.3,8.4,6.9,7.9,8.125,10.0,0.0,2022,7.405,-0.5,8.2625,0
RA-271,9.2,8.5,5.6,7.1,6.958,5.0,0.0,2022,6.4916,-1.4000000000000004,7.729,0
RA-272,9.2,5.7,7.5,5.1,6.417,5.0,0.0,2022,5.6134,-0.6000000000000005,6.0585,0
RA-273,9.2,5.3,7.5,3.0,5.833,5.0,0.0,2022,4.9966,-2.3,5.5665,0
RA-274,7.9,8.3,7.5,8.1,7.0,10.0,0.0,2022,7.220000000000001,-0.20000000000000107,7.65,0
RA-275,9.6,6.9,7.5,4.6,6.667,5.0,0.0,2022,5.8434,-2.3000000000000007,6.7835,0
RA-276,7.1,5.7,5.6,4.3,5.125,5.0,0.0,2022,4.795,-1.4000000000000004,5.4125,0
RA-277,7.1,8.8,7.5,7.4,7.208,5.0,0.0,2022,6.6416,-1.4000000000000004,8.004000000000001,0
RA-278,8.8,9.2,5.6,6.0,7.417,10.0,0.0,2022,6.9634,-3.1999999999999993,8.308499999999999,0
RA-279,9.2,9.9,6.3,9.1,8.208,10.0,0.0,2022,7.991600000000001,-0.8000000000000007,9.054,0
RA-280,7.5,9.2,7.5,7.1,7.333,10.0,0.0,2022,7.2265999999999995,-2.0999999999999996,8.2665,0
RA-281,6.7,6.9,7.5,5.9,5.625,10.0,0.0,2022,6.105,-1.0,6.2625,0
RA-282,8.8,6.8,7.5,4.0,5.625,10.0,0.0,2022,5.915,-2.8,6.2125,0
RA-283,9.6,8.8,7.5,5.6,6.625,5.0,0.0,2022,6.415,-3.200000000000001,7.7125,0
RA-284,6.7,5.1,5.6,3.8,5.958,10.0,0.0,2022,5.2016,-1.2999999999999998,5.529,0
RA-285,9.2,4.1,7.5,2.8,5.75,2.5,0.0,2022,4.45,-1.2999999999999998,4.925,0
RA-286,7.1,5.8,6.3,3.0,5.625,5.0,0.0,2022,4.725,-2.8,5.7125,0
RA-287,7.9,3.4,5.0,1.1,4.292,2.5,0.0,2022,3.2984000000000004,-2.3,3.846,0
RA-288,0.0,5.6,6.3,0.0,6.833,2.5,0.0,2022,3.3666,-5.6,6.2165,0
RA-289,0.0,7.8,6.3,6.8,7.25,5.0,0.0,2022,5.5,-1.0,7.525,0
RA-290,10.0,3.9,6.3,1.7,6.042,2.5,0.0,2022,4.2084,-2.2,4.971,0
RA-291,8.3,8.2,6.9,8.0,7.792,10.0,0.0,2022,7.3184000000000005,-0.1999999999999993,7.9959999999999996,0
RA-292,7.9,3.7,7.5,1.8,6.292,2.5,0.0,2022,4.1484000000000005,-1.9000000000000001,4.996,0
RA-293,8.8,2.9,7.5,2.3,3.333,10.0,0.0,2022,4.3366,-0.6000000000000001,3.1165000000000003,0
RA-294,9.6,5.8,7.5,0.0,5.917,2.5,0.0,2022,4.3034,-5.8,5.858499999999999,0
RA-295,7.9,8.0,7.5,6.9,7.375,5.0,0.0,2022,6.495000000000001,-1.0999999999999996,7.6875,0
RA-296,8.8,3.6,7.5,2.8,3.833,5.0,0.0,2022,4.1766000000000005,-0.8000000000000003,3.7165,0
RA-297,7.1,7.9,6.3,6.6,7.417,10.0,0.0,2022,6.7234,-1.3000000000000007,7.6585,0
RA-298,9.2,6.3,5.6,5.2,5.417,10.0,0.0,2022,5.8633999999999995,-1.0999999999999996,5.858499999999999,0
RA-299,7.1,8.2,5.0,6.8,6.708,10.0,0.0,2022,6.5516000000000005,-1.3999999999999995,7.454,0
RA-300,5.4,6.9,6.3,3.1,5.875,5.0,0.0,2022,4.845,-3.8000000000000003,6.3875,0
RA-301,8.8,5.8,5.6,6.3,6.042,10.0,0.0,2022,6.0684,0.5,5.920999999999999,0
RA-302,9.2,7.7,6.9,4.8,6.208,2.5,0.0,2022,5.6016,-2.9000000000000004,6.954000000000001,0
RA-303,7.5,7.2,7.5,3.9,5.375,5.0,0.0,2022,5.295000000000001,-3.3000000000000003,6.2875,0
RA-304,8.8,7.7,7.5,4.3,5.542,5.0,0.0,2022,5.638400000000001,-3.4000000000000004,6.621,0
RA-305,7.9,6.6,7.5,4.8,5.208,5.0,0.0,2022,5.3616,-1.7999999999999998,5.904,0
RA-306,8.3,6.8,7.5,5.2,5.958,5.0,0.0,2022,5.671600000000001,-1.5999999999999996,6.379,0
RA-307,5.4,4.5,7.5,2.5,4.708,5.0,0.0,2022,4.1316,-2.0,4.604,0
RA-308,7.9,7.4,6.9,5.0,6.167,10.0,0.0,2022,6.1934000000000005,-2.4000000000000004,6.7835,0
RA-309,9.2,5.2,7.5,6.5,5.083,5.0,0.0,2022,5.5266,1.2999999999999998,5.141500000000001,0
RA-310,7.9,7.5,7.5,4.5,6.0,5.0,0.0,2022,5.64,-3.0,6.75,0
RA-311,7.9,5.6,5.0,5.2,6.222,2.5,0.0,2022,4.9444,-0.39999999999999947,5.911,0
RA-312,9.6,8.1,7.5,5.2,6.167,10.0,0.0,2022,6.603400000000001,-2.8999999999999995,7.1335,0
RA-313,7.5,7.0,5.0,4.1,5.889,5.0,0.0,2022,5.1478,-2.9000000000000004,6.4445,0
RA-314,5.4,5.4,5.0,5.3,6.0,10.0,0.0,2022,5.38,-0.10000000000000053,5.7,0
RA-315,6.7,5.1,7.5,3.0,5.056,10.0,0.0,2022,5.0512,-2.0999999999999996,5.077999999999999,0
RA-316,10.0,10.0,6.9,6.1,8.389,5.0,1.0,2022,7.0878,-3.9000000000000004,9.1945,0
RA-317,8.8,5.6,7.5,6.8,5.944,10.0,0.0,2022,6.2988,1.2000000000000002,5.772,0
RA-318,8.3,6.9,6.9,5.8,6.111,5.0,0.0,2022,5.7822000000000005,-1.1000000000000005,6.5055,0
RA-319,9.2,7.7,7.5,5.2,7.5,10.0,0.0,2022,6.75,-2.5,7.6,0
RA-320,8.8,10.0,6.9,6.4,8.667,5.0,1.0,2022,7.083400000000001,-3.5999999999999996,9.3335,0
RA-321,9.2,9.1,5.6,5.2,8.278,10.0,0.0,2022,6.9956,-3.8999999999999995,8.689,0
RA-322,7.1,8.1,5.0,4.7,6.778,10.0,0.0,2022,6.1255999999999995,-3.3999999999999995,7.439,0
RA-323,9.2,7.3,7.5,3.4,6.611,10.0,0.0,2022,6.132200000000001,-3.9,6.9555,0
RA-324,10.0,9.3,6.9,6.8,8.611,10.0,1.0,2022,7.632200000000001,-2.500000000000001,8.9555,0
RA-325,9.5,6.8,7.5,6.0,8.444,10.0,1.0,2022,6.948800000000001,-0.7999999999999998,7.622,0
RA-326,10.0,9.7,5.0,9.0,8.944,5.0,1.0,2022,7.5288,-0.6999999999999993,9.322,0
RA-327,8.5,8.8,7.5,2.8,7.333,10.0,0.0,2022,6.3866,-6.000000000000001,8.066500000000001,0
RA-328,10.0,7.0,7.5,5.3,7.5,5.0,0.0,2022,6.21,-1.7000000000000002,7.25,0
RA-329,7.4,6.9,4.4,5.0,5.778,10.0,0.0,2022,5.7156,-1.9000000000000004,6.339,1
RA-330,9.5,8.8,7.5,2.5,7.056,5.0,0.0,2022,5.871200000000001,-6.300000000000001,7.928000000000001,0
RA-331,9.0,8.7,7.5,3.7,6.944,5.0,0.0,2022,6.018800000000001,-4.999999999999999,7.821999999999999,0
RA-332,9.5,9.0,8.1,7.5,8.5,5.0,1.0,2022,7.260000000000001,-1.5,8.75,0
RA-333,8.0,5.8,3.8,2.9,6.722,5.0,0.0,2022,4.7644,-2.9,6.261,1
RA-334,6.9,9.2,4.4,8.0,8.722,10.0,1.0,2022,7.3144,-1.1999999999999993,8.960999999999999,1
RA-335,9.5,9.4,7.5,7.4,6.833,10.0,0.0,2022,7.4266000000000005,-2.0,8.1165,0
RA-336,9.5,8.5,4.4,5.1,7.889,5.0,0.0,2022,6.1878,-3.4000000000000004,8.1945,1
RA-337,10.0,9.3,7.5,5.8,7.611,10.0,0.0,2022,7.2922,-3.500000000000001,8.4555,0
RA-338,8.5,7.3,7.5,5.8,7.611,5.0,0.0,2022,6.2422,-1.5,7.4555,0
RA-339,6.9,9.9,7.5,8.1,8.889,10.0,1.0,2022,7.817800000000001,-1.8000000000000007,9.3945,0
RA-340,9.0,8.2,7.5,6.5,7.667,10.0,0.0,2022,7.1234,-1.6999999999999993,7.9334999999999996,0
RA-341,8.0,7.7,7.5,5.8,7.5,5.0,0.0,2022,6.25,-1.9000000000000004,7.6,0
RA-342,9.0,6.7,7.5,6.6,7.5,5.0,0.0,2022,6.3100000000000005,-0.10000000000000053,7.1,0
RA-343,9.5,7.4,7.5,5.9,7.167,5.0,0.0,2022,6.2934,-1.5,7.2835,0
RA-344,8.5,8.3,7.5,4.5,7.5,10.0,0.0,2022,6.66,-3.8000000000000007,7.9,0
RA-345,9.5,5.4,5.6,3.6,6.667,5.0,0.0,2022,5.143400000000001,-1.8000000000000003,6.0335,0
RA-346,10.0,9.1,7.5,7.0,7.889,10.0,0.0,2022,7.5478000000000005,-2.0999999999999996,8.4945,0
RA-347,9.0,10.0,5.6,8.5,8.0,5.0,0.0,2022,7.26,-1.5,9.0,0
RA-348,9.0,8.7,7.5,1.8,5.833,5.0,0.0,2022,5.4166,-6.8999999999999995,7.2665,0
RA-349,9.5,7.7,7.5,3.7,3.944,5.0,0.0,2022,5.268800000000001,-4.0,5.822,0
RA-350,10.0,8.8,7.5,6.5,8.611,10.0,1.0,2022,7.5322000000000005,-2.3000000000000007,8.7055,0
RA-351,9.0,7.2,7.5,4.0,8.111,5.0,0.0,2022,6.012200000000001,-3.2,7.6555,0
RA-352,9.0,8.1,5.6,7.0,8.389,10.0,1.0,2022,7.1578,-1.0999999999999996,8.244499999999999,0
RA-353,7.0,10.0,7.5,7.5,8.444,10.0,1.0,2022,7.638800000000001,-2.5,9.222000000000001,0
RA-354,8.5,4.3,7.5,4.5,7.333,5.0,0.0,2022,5.3266,0.20000000000000018,5.8165,0
RA-355,5.8,5.0,7.5,4.5,6.056,5.0,0.0,2022,4.9412,-0.5,5.5280000000000005,0
RA-356,10.0,8.4,5.0,4.6,8.278,5.0,0.0,2022,6.255599999999999,-3.8000000000000007,8.339,0
RA-357,8.0,9.6,7.5,8.5,7.778,5.0,0.0,2022,7.2256,-1.0999999999999996,8.689,0
RA-358,7.5,6.5,7.5,0.0,7.556,5.0,0.0,2022,4.8111999999999995,-6.5,7.0280000000000005,0
RA-359,9.0,7.0,7.5,4.6,7.5,5.0,0.0,2022,5.970000000000001,-2.4000000000000004,7.25,0
RA-360,9.5,8.5,7.5,5.2,7.5,5.0,0.0,2022,6.44,-3.3,8.0,0
RA-361,7.9,9.2,6.3,5.0,6.778,5.0,0.0,2022,6.1156,-4.199999999999999,7.988999999999999,0
RA-362,8.5,7.9,7.5,7.9,7.5,5.0,0.0,2022,6.76,0.0,7.7,0
RA-363,10.0,10.0,6.9,2.0,7.056,5.0,0.0,2022,6.0012,-8.0,8.528,0
RA-364,9.5,10.0,7.5,8.8,8.167,10.0,0.0,2022,8.093399999999999,-1.1999999999999993,9.0835,0
RA-365,8.0,10.0,5.0,7.8,7.833,10.0,0.0,2022,7.4266000000000005,-2.2,8.9165,0
RA-366,9.5,9.4,7.5,5.5,6.833,5.0,0.0,2022,6.546600000000001,-3.9000000000000004,8.1165,0
RA-367,8.5,7.4,6.3,6.7,7.5,5.0,0.0,2022,6.3,-0.7000000000000002,7.45,0
RA-368,8.0,7.9,5.0,7.3,7.5,5.0,0.0,2022,6.34,-0.6000000000000005,7.7,0
RA-369,9.0,6.9,7.5,4.8,6.889,10.0,0.0,2022,6.367800000000001,-2.1000000000000005,6.894500000000001,0
RA-370,8.5,8.2,5.0,7.2,7.611,5.0,0.0,2022,6.4521999999999995,-0.9999999999999991,7.9055,0
RA-371,9.5,8.0,6.9,8.4,7.667,10.0,0.0,2022,7.453400000000001,0.40000000000000036,7.8335,0
RA-372,8.5,5.5,6.9,7.8,7.389,10.0,0.0,2022,6.6778,2.3,6.4445,0
RA-373,6.4,9.5,5.0,7.3,6.944,10.0,0.0,2022,6.8888,-2.2,8.222,0
RA-374,9.0,9.8,7.5,6.9,7.944,5.0,0.0,2022,7.0788,-2.9000000000000004,8.872,0
RA-375,9.0,9.5,7.5,5.4,7.667,10.0,0.0,2022,7.163400000000001,-4.1,8.5835,0
RA-376,9.0,9.0,7.5,4.3,7.5,5.0,0.0,2022,6.3100000000000005,-4.7,8.25,0
RA-377,9.0,7.7,5.6,6.2,6.833,5.0,0.0,2022,6.1066,-1.5,7.266500000000001,0
RA-378,9.0,6.8,5.6,8.1,7.889,5.0,0.0,2022,6.5178,1.2999999999999998,7.3445,0
RA-379,8.5,8.1,7.5,5.0,6.778,5.0,0.0,2022,6.0756000000000006,-3.0999999999999996,7.439,0
RA-380,7.9,4.4,5.0,2.5,4.833,5.0,0.0,2022,4.1366,-1.9000000000000004,4.6165,0
RA-381,9.0,8.3,6.9,3.3,6.944,5.0,0.0,2022,5.7988,-5.000000000000001,7.622,0
RA-382,9.0,7.7,6.3,5.4,7.333,5.0,0.0,2022,6.1166,-2.3,7.516500000000001,0
RA-383,9.0,9.6,7.5,8.1,7.778,10.0,0.0,2022,7.7456000000000005,-1.5,8.689,0
RA-384,9.0,8.4,6.3,8.1,8.0,5.0,0.0,2022,6.93,-0.3000000000000007,8.2,0
RA-385,7.4,7.5,5.0,4.9,6.5,5.0,0.0,2022,5.5200000000000005,-2.5999999999999996,7.0,0
RA-386,10.0,5.9,5.6,4.0,7.222,5.0,0.0,2022,5.4844,-1.9000000000000004,6.561,0
RA-387,7.0,8.2,7.5,3.7,6.833,5.0,0.0,2022,5.6966,-4.499999999999999,7.5165,0
RA-388,7.9,8.5,5.6,4.5,7.722,5.0,0.0,2022,5.994400000000001,-4.0,8.111,0
RA-389,8.0,8.9,7.5,3.5,7.556,10.0,0.0,2022,6.5412,-5.4,8.228,0
RA-390,7.4,8.8,6.3,4.7,7.722,5.0,0.0,2022,6.114400000000001,-4.1000000000000005,8.261000000000001,0
RA-391,10.0,8.1,7.5,5.1,8.056,5.0,0.0,2022,6.501200000000001,-3.0,8.078,0
RA-392,9.5,8.8,5.6,4.8,6.778,5.0,0.0,2022,6.0855999999999995,-4.000000000000001,7.789,0
RA-393,10.0,5.4,5.0,4.6,6.778,2.5,0.0,2022,5.1056,-0.8000000000000007,6.089,0
RA-394,9.5,8.6,7.5,5.9,8.444,10.0,1.0,2022,7.288800000000001,-2.6999999999999993,8.522,0
RA-395,9.0,8.9,7.5,4.9,8.333,10.0,0.0,2022,7.0766,-4.0,8.6165,0
RA-396,9.0,8.0,6.3,5.6,6.556,5.0,0.0,2022,6.0612,-2.4000000000000004,7.2780000000000005,0
RA-397,9.0,5.7,6.9,2.8,7.167,5.0,0.0,2022,5.2234,-2.9000000000000004,6.4335,0
RA-398,9.0,9.3,7.5,5.5,7.5,10.0,0.0,2022,7.11,-3.8000000000000007,8.4,0
RA-399,6.8,9.3,5.6,4.3,7.5,5.0,0.0,2022,5.96,-5.000000000000001,8.4,0
RA-400,9.0,8.5,5.0,1.7,7.444,5.0,0.0,2022,5.4288,-6.8,7.9719999999999995,0
RA-401,6.9,9.6,7.5,4.3,6.722,5.0,0.0,2022,6.0644,-5.3,8.161,0
RA-402,9.0,3.7,5.0,3.0,7.222,5.0,0.0,2022,4.6844,-0.7000000000000002,5.461,0
RA-403,9.5,9.3,7.5,6.3,7.5,5.0,0.0,2022,6.82,-3.000000000000001,8.4,0
RA-404,9.0,7.3,7.5,5.3,6.944,5.0,0.0,2022,6.0588,-2.0,7.122,0
RA-405,9.5,6.2,5.0,3.3,6.0,5.0,0.0,2022,5.050000000000001,-2.9000000000000004,6.1,0
RA-406,9.5,9.5,7.5,6.6,7.333,5.0,0.0,2022,6.8866,-2.9000000000000004,8.4165,0
RA-407,8.5,9.3,7.5,6.0,7.056,5.0,0.0,2022,6.5712,-3.3000000000000007,8.178,0
RA-408,8.0,9.7,7.5,3.3,7.333,5.0,0.0,2022,6.1166,-6.3999999999999995,8.5165,0
RA-409,7.9,9.7,7.5,7.8,7.5,10.0,0.0,2022,7.54,-1.8999999999999995,8.6,0
RA-410,7.4,6.5,6.3,2.0,7.444,5.0,0.0,2022,5.058800000000001,-4.5,6.9719999999999995,0
RA-411,6.4,8.6,7.5,7.1,7.833,5.0,0.0,2022,6.5966,-1.5,8.2165,0
RA-412,8.5,9.0,7.5,7.3,7.778,5.0,0.0,2022,6.9155999999999995,-1.7000000000000002,8.389,0
RA-413,6.4,8.7,5.6,4.7,7.056,5.0,0.0,2022,5.7912,-3.999999999999999,7.878,0
RA-414,8.0,9.3,7.5,5.9,7.667,5.0,0.0,2022,6.623400000000001,-3.4000000000000004,8.4835,0
RA-415,8.0,8.3,7.5,6.2,8.056,10.0,0.0,2022,7.0612,-2.1000000000000005,8.178,0
RA-416,9.5,9.3,8.8,7.2,8.222,5.0,0.0,2022,7.274400000000001,-2.1000000000000005,8.761,0
RA-417,10.0,10.0,7.5,8.0,9.556,5.0,1.0,2022,7.7612,-2.0,9.777999999999999,0
RA-418,8.0,9.4,7.5,7.5,8.222,10.0,0.0,2022,7.5744,-1.9000000000000004,8.811,0
RA-419,7.5,9.2,5.6,6.9,8.389,5.0,1.0,2022,6.707799999999999,-2.299999999999999,8.7945,0
RA-420,9.5,9.0,5.6,4.5,8.0,10.0,0.0,2022,6.8100000000000005,-4.5,8.5,0
RA-421,8.5,9.3,7.5,8.8,9.111,10.0,1.0,2022,8.042200000000001,-0.5,9.2055,0
RA-422,8.5,10.0,7.5,2.5,7.5,5.0,0.0,2022,6.1,-7.5,8.75,0
RA-423,8.4,9.6,7.5,2.3,7.667,5.0,0.0,2022,6.0034,-7.3,8.6335,0
RA-424,9.0,10.0,7.5,7.5,8.222,5.0,0.0,2022,7.2944,-2.5,9.111,0
RA-425,9.0,10.0,7.5,9.0,7.5,5.0,0.0,2022,7.45,-1.0,8.75,0
RA-426,9.0,6.5,7.5,4.6,7.111,5.0,0.0,2022,5.792199999999999,-1.9000000000000004,6.8055,0
RA-427,8.0,8.5,7.5,2.5,6.778,5.0,0.0,2022,5.6056,-6.0,7.638999999999999,0
RA-428,6.8,8.7,7.5,9.5,7.111,5.0,0.0,2022,6.9922,0.8000000000000007,7.9055,0
RA-429,10.0,5.3,7.5,2.7,6.611,5.0,0.0,2022,5.1722,-2.5999999999999996,5.9555,0
RA-430,9.5,8.6,7.5,8.5,6.611,5.0,0.0,2022,6.9422,-0.09999999999999964,7.605499999999999,0
RA-431,9.0,8.1,7.5,4.5,6.778,10.0,0.0,2022,6.5256,-3.5999999999999996,7.439,0
RA-432,10.0,6.8,5.0,5.1,6.611,5.0,0.0,2022,5.7021999999999995,-1.7000000000000002,6.7055,0
RA-433,8.5,7.3,5.0,2.6,5.778,5.0,0.0,2022,4.9856,-4.699999999999999,6.539,0
RA-434,9.0,8.1,7.5,5.7,6.778,10.0,0.0,2022,6.7656,-2.3999999999999995,7.439,0
